"numID","posiSelf","posiOther","dEvSelf","dEvOther","aEvSelf","aEvOther","alphaPrec","genLR","repLR","wp0","wAttr","mem","LL","LP","AIC","BIC","eaS1neg","eaS1pos","eaSneg","eaSneu","eaSpos","eaO1neg","eaO1pos","eaOneg","eaOneu","eaOpos","midS1neg","midS1pos","midSneg","midSneu","midSpos","midO1neg","midO1pos","midOneg","midOneu","midOpos","ltS1neg","ltS1pos","ltSneg","ltSneu","ltSpos","ltO1neg","ltO1pos","ltOneg","ltOneu","ltOpos"
20230710150823968.000000,-2.703202,0.074199,2.750000,2.750000,0.693147,0.693147,-1.000000,-2.197225,-1.250000,0.500000,6.000000,6.910000,-255.172445,-249.627324,524.344890,533.005968,3.000000,3.523810,NaN,NaN,NaN,3.285714,4.142857,NaN,3.571429,3.714286,3.111111,3.944444,NaN,NaN,NaN,3.666667,4.027778,NaN,3.055556,3.750000,2.571429,4.619048,NaN,NaN,NaN,2.952381,4.190476,NaN,2.523810,4.571429
20230710150851848.000000,1.023289,0.023289,-1.625000,-1.625000,0.693147,0.693147,-0.250000,-2.197225,-5.750000,-1.125000,4.250000,6.910000,-194.992096,-189.207640,403.984192,412.645269,3.095238,4.619048,NaN,3.095238,NaN,3.238095,2.000000,NaN,NaN,2.714286,3.277778,5.722222,NaN,3.083333,NaN,2.000000,4.222222,NaN,NaN,3.000000,1.761905,4.761905,NaN,3.380952,NaN,2.571429,4.761905,NaN,NaN,3.523810
20230710150957504.000000,0.375000,4.000000,-3.000000,-3.000000,0.693147,0.693147,-1.250000,-2.197225,-4.000000,-1.600000,4.250000,6.910000,-257.216003,-251.473799,528.432006,537.093083,2.142857,2.190476,NaN,3.571429,4.714286,3.857143,4.095238,NaN,NaN,NaN,2.083333,3.861111,NaN,3.833333,4.166667,3.055556,4.138889,NaN,NaN,NaN,2.000000,3.523810,NaN,3.000000,4.285714,1.952381,4.476190,NaN,NaN,NaN
20230710150958976.000000,-0.801006,0.649245,-3.187500,-3.187500,0.693147,0.693147,-1.000000,-2.197225,4.000000,-0.400000,20.000000,6.910000,-254.536976,-249.315067,523.073951,531.735029,3.000000,5.142857,NaN,4.000000,NaN,1.952381,3.523810,NaN,NaN,5.047619,2.111111,4.500000,NaN,3.166667,NaN,2.333333,5.333333,NaN,NaN,3.055556,1.666667,5.000000,NaN,2.952381,NaN,1.523810,5.809524,NaN,NaN,3.000000
20230710151037472.000000,1.500000,3.500000,-5.000000,-5.000000,0.693147,0.693147,-0.500000,-2.197225,0.500000,1.700000,23.062500,6.910000,-236.023956,-231.003906,486.047912,494.708989,3.428571,4.857143,NaN,2.714286,NaN,4.523810,5.238095,NaN,NaN,5.666667,3.027778,5.250000,NaN,3.861111,NaN,2.583333,5.944444,NaN,NaN,3.500000,2.285714,5.714286,NaN,3.904762,NaN,1.857143,5.142857,NaN,NaN,4.952381
2023071015104553.000000,0.807923,4.423768,4.000000,4.000000,0.693147,0.693147,-0.750000,-2.197225,-0.500000,3.125000,7.750000,6.910000,-220.055322,-215.817021,454.110645,462.771722,5.000000,4.857143,NaN,3.714286,5.190476,4.238095,4.333333,NaN,NaN,NaN,4.750000,4.638889,NaN,4.750000,5.861111,2.638889,4.916667,NaN,NaN,NaN,3.761905,4.904762,NaN,5.047619,5.190476,2.285714,4.333333,NaN,NaN,NaN
20230710151101464.000000,-0.400009,-0.600037,3.000000,3.000000,0.693147,0.693147,-0.750000,-2.197225,-5.000000,0.500000,4.250000,6.910000,-251.237495,-245.793962,516.474989,525.136067,3.761905,3.619048,NaN,NaN,NaN,2.904762,3.476190,NaN,2.952381,4.380952,3.138889,4.333333,NaN,NaN,NaN,2.833333,4.277778,NaN,3.305556,4.138889,2.857143,3.714286,NaN,NaN,NaN,2.571429,4.904762,NaN,4.142857,5.238095
20230710151104736.000000,0.416914,-0.074926,4.000000,4.000000,0.693147,0.693147,-1.000000,-2.197225,0.250000,-1.600000,6.000000,6.910000,-253.850086,-249.511261,521.700172,530.361249,3.523810,4.047619,NaN,NaN,4.571429,3.761905,3.190476,NaN,NaN,4.714286,2.888889,3.833333,NaN,NaN,3.305556,2.972222,3.333333,NaN,NaN,4.777778,3.476190,3.714286,NaN,NaN,3.571429,3.333333,3.476190,NaN,NaN,3.904762
20230710151219832.000000,1.283280,-1.266238,-3.500000,-3.500000,0.693147,0.693147,-1.000000,-2.197225,4.000000,3.500000,16.500000,6.910000,-249.234137,-243.907798,512.468273,521.129350,3.380952,5.142857,NaN,NaN,4.333333,2.428571,5.047619,NaN,4.142857,NaN,3.305556,4.472222,NaN,NaN,4.750000,1.111111,3.805556,NaN,2.555556,NaN,1.952381,3.809524,NaN,NaN,4.857143,1.190476,5.285714,NaN,2.285714,NaN
20230710151248280.000000,-1.377995,0.311003,1.062500,1.062500,0.693147,0.693147,-0.750000,-2.197225,-4.250000,-1.875000,7.750000,6.910000,-245.181873,-239.455899,504.363746,513.024823,1.761905,1.952381,NaN,3.428571,NaN,3.095238,4.142857,NaN,5.047619,NaN,1.416667,2.638889,NaN,3.027778,NaN,2.416667,5.444444,NaN,4.222222,NaN,1.428571,3.857143,NaN,2.952381,NaN,2.000000,5.047619,NaN,2.142857,NaN
20230710151428952.000000,1.887719,-1.349875,3.000000,3.000000,0.693147,0.693147,-2.000000,-2.197225,-4.000000,4.775000,34.437500,6.910000,-275.152549,-271.215092,564.305099,572.966176,4.000000,4.857143,NaN,2.333333,NaN,2.142857,3.142857,NaN,NaN,2.857143,4.611111,5.000000,NaN,3.777778,NaN,4.166667,4.027778,NaN,NaN,3.305556,4.000000,4.571429,NaN,4.571429,NaN,3.095238,4.047619,NaN,NaN,4.666667
2023071015175097.000000,3.105470,1.189584,2.500000,2.500000,0.693147,0.693147,-2.000000,-2.197225,-6.000000,6.200000,12.125000,6.910000,-262.492231,-257.275484,538.984462,547.645539,5.761905,6.000000,NaN,6.000000,NaN,5.285714,5.285714,NaN,4.476190,NaN,5.722222,6.000000,NaN,6.000000,NaN,5.000000,5.000000,NaN,5.305556,NaN,6.000000,6.000000,NaN,6.000000,NaN,5.000000,5.285714,NaN,5.095238,NaN
20230710151832000.000000,-0.945901,0.405465,2.000000,2.000000,0.693147,0.693147,-0.750000,-2.197225,-4.000000,1.000000,12.125000,6.910000,-250.457728,-244.936286,514.915455,523.576533,2.761905,2.333333,NaN,4.380952,NaN,3.857143,4.714286,NaN,NaN,3.380952,2.388889,4.638889,NaN,2.805556,NaN,3.861111,4.138889,NaN,NaN,3.694444,1.476190,4.476190,NaN,2.904762,NaN,2.952381,4.476190,NaN,NaN,5.523810
20230710151856348.000000,-2.326850,-1.788584,-5.000000,-5.000000,0.693147,0.693147,-0.500000,-2.197225,6.500000,-1.300000,25.250000,6.910000,-230.195522,-225.332725,474.391043,483.052121,2.809524,4.857143,NaN,NaN,NaN,3.904762,4.428571,NaN,2.047619,4.714286,1.916667,5.666667,NaN,NaN,NaN,1.916667,6.000000,NaN,2.138889,3.777778,2.380952,5.285714,NaN,NaN,NaN,2.285714,5.714286,NaN,3.428571,4.857143
20230710151900368.000000,3.018496,4.079442,4.000000,4.000000,0.693147,0.693147,-1.500000,-2.197225,0.125000,-2.900000,9.937500,6.910000,-258.949495,-254.787631,531.898990,540.560067,4.142857,4.428571,NaN,4.380952,5.047619,3.904762,3.190476,NaN,NaN,NaN,3.666667,3.333333,NaN,4.638889,4.055556,3.138889,3.611111,NaN,NaN,NaN,3.142857,3.142857,NaN,3.619048,4.904762,3.095238,3.238095,NaN,NaN,NaN
20230710151928976.000000,0.348860,-0.488355,4.000000,4.000000,0.693147,0.693147,-0.687500,-2.197225,0.000000,2.000000,7.750000,6.910000,-254.930926,-250.635774,523.861851,532.522928,3.714286,4.952381,NaN,3.190476,NaN,4.333333,4.714286,NaN,NaN,4.000000,3.916667,4.500000,NaN,3.222222,NaN,4.361111,4.944444,NaN,NaN,4.416667,3.952381,4.476190,NaN,2.619048,NaN,4.476190,4.809524,NaN,NaN,4.285714
20230710152128512.000000,0.234401,-0.074199,-0.375000,-0.375000,0.693147,0.693147,-0.250000,-2.197225,0.500000,1.625000,6.000000,6.910000,-210.858248,-205.038626,435.716496,444.377574,2.714286,3.095238,NaN,NaN,4.523810,2.809524,2.619048,NaN,2.809524,NaN,1.750000,6.000000,NaN,NaN,3.833333,2.833333,5.166667,NaN,3.055556,NaN,2.190476,5.333333,NaN,NaN,4.000000,1.571429,5.904762,NaN,4.095238,NaN
2023071015265367.000000,4.032716,2.774537,-3.250000,-3.250000,0.693147,0.693147,-1.750000,-2.197225,4.000000,0.725000,14.750000,6.910000,-271.866538,-266.448051,557.733076,566.394154,2.714286,3.380952,NaN,5.714286,NaN,3.714286,4.000000,NaN,NaN,4.904762,2.388889,3.305556,NaN,3.694444,NaN,2.416667,4.222222,NaN,NaN,5.194444,2.047619,4.619048,NaN,2.761905,NaN,3.761905,3.047619,NaN,NaN,5.571429
20230710152929464.000000,1.477085,2.184824,3.000000,3.000000,0.693147,0.693147,-1.750000,-2.197225,3.000000,-2.500000,17.375000,6.910000,-274.504446,-269.514201,563.008892,571.669969,4.095238,2.238095,NaN,5.190476,4.857143,3.761905,2.904762,NaN,NaN,NaN,4.444444,3.388889,NaN,4.722222,5.194444,2.138889,2.777778,NaN,NaN,NaN,3.761905,3.095238,NaN,5.095238,4.047619,2.380952,3.952381,NaN,NaN,NaN
20230710154555336.000000,1.954101,0.477050,-0.250000,-0.250000,0.693147,0.693147,-0.500000,-2.197225,-5.000000,1.100000,6.000000,6.910000,-219.324476,-213.543267,452.648953,461.310030,5.095238,4.904762,NaN,NaN,5.666667,3.857143,4.809524,NaN,NaN,4.809524,2.305556,5.194444,NaN,NaN,5.083333,2.555556,5.222222,NaN,NaN,5.194444,2.476190,4.619048,NaN,NaN,5.047619,2.142857,4.619048,NaN,NaN,4.095238
20230710162135832.000000,0.149851,-0.771143,-4.625000,-4.625000,0.693147,0.693147,-0.500000,-2.197225,-5.750000,-1.975000,20.875000,6.910000,-248.170294,-243.050163,510.340587,519.001665,2.238095,2.476190,NaN,NaN,4.523810,3.238095,2.047619,NaN,2.476190,NaN,1.555556,4.777778,NaN,NaN,5.000000,1.694444,4.666667,NaN,2.194444,NaN,1.000000,5.571429,NaN,NaN,4.809524,2.476190,5.285714,NaN,5.666667,NaN
20230710163209772.000000,1.200167,-0.656224,3.500000,3.500000,0.693147,0.693147,-0.500000,-2.197225,-6.500000,1.100000,4.250000,6.910000,-223.906435,-218.829886,461.812870,470.473947,4.428571,4.761905,NaN,NaN,NaN,3.476190,3.571429,NaN,3.380952,3.142857,3.194444,4.861111,NaN,NaN,NaN,3.138889,4.416667,NaN,3.833333,4.055556,4.000000,5.190476,NaN,NaN,NaN,3.190476,4.666667,NaN,3.761905,4.190476
